`Jan 30 16:24:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::engine: | Received PeerConnected message with peer info: PeerInfo { peer_id: [2, 251, 163, 36, 246, 153, 171, 101, 160, 163, 129, 32, 16, 226, 114, 198, 12, 165, 91, 96, 190, 54, 190, 79, 201, 151, 135, 80, 99, 42, 77, 175, 87] }
Jan 30 17:14:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 44): Got BlockNew: 44 / 57341c4169be2aaa8a034c386effeb360621920654cf69c09511741ce53f8b5d0460947b7a312502df91cdfdeebab6dc7a61a5ca19b753b878fa86062bfaa015
Jan 30 17:14:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 57341c4169be2aaa8a034c386effeb360621920654cf69c09511741ce53f8b5d0460947b7a312502df91cdfdeebab6dc7a61a5ca19b753b878fa86062bfaa015
Jan 30 17:14:15 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 44): Got BlockCommit for 57341c4169be2aaa8a034c386effeb360621920654cf69c09511741ce53f8b5d0460947b7a312502df91cdfdeebab6dc7a61a5ca19b753b878fa86062bfaa015
Jan 30 17:14:16 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 45): Got BlockNew: 45 / db42553b96b602cb618a41c770922d928e1ec3ebe86990332a44dbf70ab9cf9600cd2a82411c2601c6ea9580150b2548486a58333a8bbf939ba229bbcda99983
Jan 30 17:14:16 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: db42553b96b602cb618a41c770922d928e1ec3ebe86990332a44dbf70ab9cf9600cd2a82411c2601c6ea9580150b2548486a58333a8bbf939ba229bbcda99983
Jan 30 17:14:17 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 45): Got BlockCommit for db42553b96b602cb618a41c770922d928e1ec3ebe86990332a44dbf70ab9cf9600cd2a82411c2601c6ea9580150b2548486a58333a8bbf939ba229bbcda99983
Jan 30 17:14:17 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 46): Got BlockNew: 46 / e23eb6c9f21333a2ef164969e6af6767be00f4757bf2476fed5a7a9cd4f4a6d15069f77633762e3e933f21367a788cafbbb404dadbad0c46d0139a4aa51e2094
Jan 30 17:14:18 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: e23eb6c9f21333a2ef164969e6af6767be00f4757bf2476fed5a7a9cd4f4a6d15069f77633762e3e933f21367a788cafbbb404dadbad0c46d0139a4aa51e2094
Jan 30 17:14:18 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 46): Got BlockCommit for e23eb6c9f21333a2ef164969e6af6767be00f4757bf2476fed5a7a9cd4f4a6d15069f77633762e3e933f21367a788cafbbb404dadbad0c46d0139a4aa51e2094
Jan 30 17:14:19 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 47): Got BlockNew: 47 / 6c176e0b3611f3392d8999e81d0a81399d30fd642b342cdeab79ec850a2416ec1ffa212e06d17c7fda2ef2e50f5a06e03cc8585efe99f40257398432ad7613e8
Jan 30 17:14:19 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 6c176e0b3611f3392d8999e81d0a81399d30fd642b342cdeab79ec850a2416ec1ffa212e06d17c7fda2ef2e50f5a06e03cc8585efe99f40257398432ad7613e8
Jan 30 17:14:20 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 47): Got BlockCommit for 6c176e0b3611f3392d8999e81d0a81399d30fd642b342cdeab79ec850a2416ec1ffa212e06d17c7fda2ef2e50f5a06e03cc8585efe99f40257398432ad7613e8
Jan 30 17:14:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 48): Got BlockNew: 48 / 2027f414f88c7d542d5f92eb360ac15117ec47924b3f37b45bd7c0aa4110ca1d13c0e398acc04cef03e83944db1709024ea446e71b17df39030065a6a162e1a7
Jan 30 17:14:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 2027f414f88c7d542d5f92eb360ac15117ec47924b3f37b45bd7c0aa4110ca1d13c0e398acc04cef03e83944db1709024ea446e71b17df39030065a6a162e1a7
Jan 30 17:14:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 48): Got BlockCommit for 2027f414f88c7d542d5f92eb360ac15117ec47924b3f37b45bd7c0aa4110ca1d13c0e398acc04cef03e83944db1709024ea446e71b17df39030065a6a162e1a7
Jan 30 17:14:26 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 49): Got BlockNew: 49 / ede740c39224db01de232dda5e007c0083e9c184260ef784bc16067ac5e819605fcb1d7ad8c6e644250d1ddda0cf483c041156c75f04d4f479d0db6af8b6fc66
Jan 30 17:14:26 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: ede740c39224db01de232dda5e007c0083e9c184260ef784bc16067ac5e819605fcb1d7ad8c6e644250d1ddda0cf483c041156c75f04d4f479d0db6af8b6fc66
Jan 30 17:14:27 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 49): Got BlockCommit for ede740c39224db01de232dda5e007c0083e9c184260ef784bc16067ac5e819605fcb1d7ad8c6e644250d1ddda0cf483c041156c75f04d4f479d0db6af8b6fc66
Jan 30 17:14:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 50): Got BlockNew: 50 / 6603114260f6899df38ee7d95838a2eccde413397027c99dba8ea2b0e7086b5e482653c0a19de8638f3de17412f7d15a8ce9d6c80c066df723dfc014c3fb7863
Jan 30 17:14:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 6603114260f6899df38ee7d95838a2eccde413397027c99dba8ea2b0e7086b5e482653c0a19de8638f3de17412f7d15a8ce9d6c80c066df723dfc014c3fb7863
Jan 30 17:14:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 50): Got BlockCommit for 6603114260f6899df38ee7d95838a2eccde413397027c99dba8ea2b0e7086b5e482653c0a19de8638f3de17412f7d15a8ce9d6c80c066df723dfc014c3fb7863
Jan 30 17:14:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 51): Got BlockNew: 51 / d239d3a68ebf52c6212d2d6d2e878f213f66b8e9c1a477fde2f4627337a6178903c5a86b3259614feaef6f66b8d937a366ec6f984553d63535d2737c724ae5f1
Jan 30 17:14:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: d239d3a68ebf52c6212d2d6d2e878f213f66b8e9c1a477fde2f4627337a6178903c5a86b3259614feaef6f66b8d937a366ec6f984553d63535d2737c724ae5f1
Jan 30 17:14:35 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 51): Got BlockCommit for d239d3a68ebf52c6212d2d6d2e878f213f66b8e9c1a477fde2f4627337a6178903c5a86b3259614feaef6f66b8d937a366ec6f984553d63535d2737c724ae5f1
Jan 30 17:14:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 52): Got BlockNew: 52 / 6cd1293db8c00b1dccf518bbf73e73cbba3e3abed15149b7940260bcbd5099f53ad13d5b305a15cd47bbf210b18450122c9a6b812d9b5c9061c3a377e1bb6cbb
Jan 30 17:14:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 6cd1293db8c00b1dccf518bbf73e73cbba3e3abed15149b7940260bcbd5099f53ad13d5b305a15cd47bbf210b18450122c9a6b812d9b5c9061c3a377e1bb6cbb
Jan 30 17:14:37 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 52): Got BlockCommit for 6cd1293db8c00b1dccf518bbf73e73cbba3e3abed15149b7940260bcbd5099f53ad13d5b305a15cd47bbf210b18450122c9a6b812d9b5c9061c3a377e1bb6cbb
Jan 30 17:14:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 53): Got BlockNew: 53 / 2a74b8f9b61e845ce678c2e4693e6554adf37b16391d84cb2d3c3e05ae3011f1182d9f3dd92ee3c824b236c7af69941dab06cec52125083b1062bfce399174b7
Jan 30 17:14:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 2a74b8f9b61e845ce678c2e4693e6554adf37b16391d84cb2d3c3e05ae3011f1182d9f3dd92ee3c824b236c7af69941dab06cec52125083b1062bfce399174b7
Jan 30 17:14:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 53): Got BlockCommit for 2a74b8f9b61e845ce678c2e4693e6554adf37b16391d84cb2d3c3e05ae3011f1182d9f3dd92ee3c824b236c7af69941dab06cec52125083b1062bfce399174b7
Jan 30 17:14:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 54): Got BlockNew: 54 / 3e004d9e2cc502b9f34507647469dc93bbc79dabcb0ac98d42a42dd6fc1187be48e1eec74de5359744fd5d94b0fc8735c063ffaeea556a5e6cfb80be3db41f05
Jan 30 17:14:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 3e004d9e2cc502b9f34507647469dc93bbc79dabcb0ac98d42a42dd6fc1187be48e1eec74de5359744fd5d94b0fc8735c063ffaeea556a5e6cfb80be3db41f05
Jan 30 17:14:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 54): Got BlockCommit for 3e004d9e2cc502b9f34507647469dc93bbc79dabcb0ac98d42a42dd6fc1187be48e1eec74de5359744fd5d94b0fc8735c063ffaeea556a5e6cfb80be3db41f05
Jan 30 17:14:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 55): Got BlockNew: 55 / f105a93cb9f7013dc84acd4a06d8a5d9e466c07d2363be014482653a74984b07651abadcce072c96183b5d2f08956e15a652b5967551ad139aa92f320890c0d1
Jan 30 17:14:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: f105a93cb9f7013dc84acd4a06d8a5d9e466c07d2363be014482653a74984b07651abadcce072c96183b5d2f08956e15a652b5967551ad139aa92f320890c0d1
Jan 30 17:14:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 55): Got BlockCommit for f105a93cb9f7013dc84acd4a06d8a5d9e466c07d2363be014482653a74984b07651abadcce072c96183b5d2f08956e15a652b5967551ad139aa92f320890c0d1
Jan 30 17:14:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 56): Got BlockNew: 56 / 964d685c9aa2d0603625bf880f449c6f5e583e32c816515fe80778d412e9670f32e3688fe47ce9bc2835282622f1455c6bde20ced5ea2dc83adde2670e7cd0f9
Jan 30 17:14:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 964d685c9aa2d0603625bf880f449c6f5e583e32c816515fe80778d412e9670f32e3688fe47ce9bc2835282622f1455c6bde20ced5ea2dc83adde2670e7cd0f9
Jan 30 17:14:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 56): Got BlockCommit for 964d685c9aa2d0603625bf880f449c6f5e583e32c816515fe80778d412e9670f32e3688fe47ce9bc2835282622f1455c6bde20ced5ea2dc83adde2670e7cd0f9
Jan 30 17:14:46 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 57): Got BlockNew: 57 / 5c3e368b29ffbd32a0745b36374ceffba04e6e5dbc5ece38eecc6e23356f0eba11e9770cf3bc735a1187bb0af9ab8d62dbf87610af0c11efaca6ac9c2bea372c
Jan 30 17:14:47 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 5c3e368b29ffbd32a0745b36374ceffba04e6e5dbc5ece38eecc6e23356f0eba11e9770cf3bc735a1187bb0af9ab8d62dbf87610af0c11efaca6ac9c2bea372c
Jan 30 17:14:47 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 57): Got BlockCommit for 5c3e368b29ffbd32a0745b36374ceffba04e6e5dbc5ece38eecc6e23356f0eba11e9770cf3bc735a1187bb0af9ab8d62dbf87610af0c11efaca6ac9c2bea372c
Jan 30 17:14:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 58): Got BlockNew: 58 / 4cb3383412a43c16b229c31ad84d5c7eae9e4d562af2559e1b12fa825a893c411e9963660761621358a5f37362e9f41618458c006d4a5e6be18ce8c2ba93caf3
Jan 30 17:14:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 4cb3383412a43c16b229c31ad84d5c7eae9e4d562af2559e1b12fa825a893c411e9963660761621358a5f37362e9f41618458c006d4a5e6be18ce8c2ba93caf3
Jan 30 17:14:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 58): Got BlockCommit for 4cb3383412a43c16b229c31ad84d5c7eae9e4d562af2559e1b12fa825a893c411e9963660761621358a5f37362e9f41618458c006d4a5e6be18ce8c2ba93caf3
Jan 30 17:14:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 59): Got BlockNew: 59 / 681795d4e39895c189e2e561a41189fb46eb2d0a36a2b93db6644ae47944d6955098f6adba5c91289b2317d7313f8e3eb9b1817b03068cab779986e460bdf9d6
Jan 30 17:14:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 681795d4e39895c189e2e561a41189fb46eb2d0a36a2b93db6644ae47944d6955098f6adba5c91289b2317d7313f8e3eb9b1817b03068cab779986e460bdf9d6
Jan 30 17:14:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 59): Got BlockCommit for 681795d4e39895c189e2e561a41189fb46eb2d0a36a2b93db6644ae47944d6955098f6adba5c91289b2317d7313f8e3eb9b1817b03068cab779986e460bdf9d6
Jan 30 17:14:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 60): Got BlockNew: 60 / 03afb4af25a35a17a12fce9a3ed60f36d58c184778770e0e0a2ce9533174b3925d9e6beec7af43602b7279c6a915a7eada06db030d37ddee6669b50069699471
Jan 30 17:14:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 03afb4af25a35a17a12fce9a3ed60f36d58c184778770e0e0a2ce9533174b3925d9e6beec7af43602b7279c6a915a7eada06db030d37ddee6669b50069699471
Jan 30 17:14:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 60): Got BlockCommit for 03afb4af25a35a17a12fce9a3ed60f36d58c184778770e0e0a2ce9533174b3925d9e6beec7af43602b7279c6a915a7eada06db030d37ddee6669b50069699471
Jan 30 17:15:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 61): Got BlockNew: 61 / b82396bb72dca13b52aef394287cfa4b23c8c466d67e9b5ff0b44851d45d7cc630aba0a63d8d0f16e3bcc0ce460f4f623b124d69aadf915695cf6496fe47de32
Jan 30 17:15:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: b82396bb72dca13b52aef394287cfa4b23c8c466d67e9b5ff0b44851d45d7cc630aba0a63d8d0f16e3bcc0ce460f4f623b124d69aadf915695cf6496fe47de32
Jan 30 17:15:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 61): Got BlockCommit for b82396bb72dca13b52aef394287cfa4b23c8c466d67e9b5ff0b44851d45d7cc630aba0a63d8d0f16e3bcc0ce460f4f623b124d69aadf915695cf6496fe47de32
Jan 30 17:15:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 62): Got BlockNew: 62 / a1657c1452c3c4a05e75807ccf3439ca541c202e7942a9cef569e0db3880f9200e6e87fba3bf003ea81aa4f7ad83e155586d04a58c9a5575ffe26fdfad6bbd62
Jan 30 17:15:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: a1657c1452c3c4a05e75807ccf3439ca541c202e7942a9cef569e0db3880f9200e6e87fba3bf003ea81aa4f7ad83e155586d04a58c9a5575ffe26fdfad6bbd62
Jan 30 17:15:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 62): Got BlockCommit for a1657c1452c3c4a05e75807ccf3439ca541c202e7942a9cef569e0db3880f9200e6e87fba3bf003ea81aa4f7ad83e155586d04a58c9a5575ffe26fdfad6bbd62
Jan 30 17:15:07 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 63): Got BlockNew: 63 / 3721395980fbfc12346da496ced69da65704b6279b979e6ec9086af2355936150341af58004d58b42ad929d874420260d19fd0e912a2911e26a63fcd6883ebd8
Jan 30 17:15:07 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 3721395980fbfc12346da496ced69da65704b6279b979e6ec9086af2355936150341af58004d58b42ad929d874420260d19fd0e912a2911e26a63fcd6883ebd8
Jan 30 17:15:08 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 63): Got BlockCommit for 3721395980fbfc12346da496ced69da65704b6279b979e6ec9086af2355936150341af58004d58b42ad929d874420260d19fd0e912a2911e26a63fcd6883ebd8
Jan 30 17:15:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 64): Got BlockNew: 64 / 1585b9a1a00f73ff825b9cc3ef2db200561455b0d59890016695f69347d418d24037a66a6ba0ebc7b07d070f6facdd48b58637cd9e4c8cf9de0bc3427d9dfacf
Jan 30 17:15:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 1585b9a1a00f73ff825b9cc3ef2db200561455b0d59890016695f69347d418d24037a66a6ba0ebc7b07d070f6facdd48b58637cd9e4c8cf9de0bc3427d9dfacf
Jan 30 17:15:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 64): Got BlockCommit for 1585b9a1a00f73ff825b9cc3ef2db200561455b0d59890016695f69347d418d24037a66a6ba0ebc7b07d070f6facdd48b58637cd9e4c8cf9de0bc3427d9dfacf
Jan 30 17:15:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 65): Got BlockNew: 65 / 045ca2d6b3c937a745425bd9c576640e75a89752d04efc2d6e325a417944c5e74700a2ac5a902e54d4b7c9182d615562096a70414f1fc0d69744f893b6b5ea9e
Jan 30 17:15:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 045ca2d6b3c937a745425bd9c576640e75a89752d04efc2d6e325a417944c5e74700a2ac5a902e54d4b7c9182d615562096a70414f1fc0d69744f893b6b5ea9e
Jan 30 17:15:12 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 65): Got BlockCommit for 045ca2d6b3c937a745425bd9c576640e75a89752d04efc2d6e325a417944c5e74700a2ac5a902e54d4b7c9182d615562096a70414f1fc0d69744f893b6b5ea9e
Jan 30 17:15:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 66): Got BlockNew: 66 / 2b95c53c4226b130f9ac2eeddc0b898b98e4ef61b6e47211a0bb2383390ef70c1f9e8832ac516f286ed92e8cbdcbe749d3d521582dc86b762f11d44b9ce57ac7
Jan 30 17:15:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 2b95c53c4226b130f9ac2eeddc0b898b98e4ef61b6e47211a0bb2383390ef70c1f9e8832ac516f286ed92e8cbdcbe749d3d521582dc86b762f11d44b9ce57ac7
Jan 30 17:15:15 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 66): Got BlockCommit for 2b95c53c4226b130f9ac2eeddc0b898b98e4ef61b6e47211a0bb2383390ef70c1f9e8832ac516f286ed92e8cbdcbe749d3d521582dc86b762f11d44b9ce57ac7
Jan 30 17:15:16 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 67): Got BlockNew: 67 / caba0feb03acd9f17d60c8623e97e48e84efec39a9e82558bbddfe42a98e655f572603ad8ea8f8ba81d5fee05b6f83a26caed6fb252a30dd7243fe69f73f7027
Jan 30 17:15:17 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: caba0feb03acd9f17d60c8623e97e48e84efec39a9e82558bbddfe42a98e655f572603ad8ea8f8ba81d5fee05b6f83a26caed6fb252a30dd7243fe69f73f7027
Jan 30 17:15:17 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 67): Got BlockCommit for caba0feb03acd9f17d60c8623e97e48e84efec39a9e82558bbddfe42a98e655f572603ad8ea8f8ba81d5fee05b6f83a26caed6fb252a30dd7243fe69f73f7027
Jan 30 17:15:18 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 68): Got BlockNew: 68 / 83bc1dd01e9ee8536a217de62cef1f63b0b8d63dbab3142fe5de7783c7ca030426aa4efc15b341595fc447f45a509b9c663f15cba6afcafdc379ab9d6ff7c373
Jan 30 17:15:18 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 83bc1dd01e9ee8536a217de62cef1f63b0b8d63dbab3142fe5de7783c7ca030426aa4efc15b341595fc447f45a509b9c663f15cba6afcafdc379ab9d6ff7c373
Jan 30 17:15:18 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 68): Got BlockCommit for 83bc1dd01e9ee8536a217de62cef1f63b0b8d63dbab3142fe5de7783c7ca030426aa4efc15b341595fc447f45a509b9c663f15cba6afcafdc379ab9d6ff7c373
Jan 30 17:15:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 69): Got BlockNew: 69 / e543d2415710971c2c72e01d6e92215957d0cb3a4527001dda157af90386b7d10abdc41972a080d732a01f7465ab5e1e770d3fc50629d15903319295ce7e025a
Jan 30 17:15:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: e543d2415710971c2c72e01d6e92215957d0cb3a4527001dda157af90386b7d10abdc41972a080d732a01f7465ab5e1e770d3fc50629d15903319295ce7e025a
Jan 30 17:15:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 69): Got BlockCommit for e543d2415710971c2c72e01d6e92215957d0cb3a4527001dda157af90386b7d10abdc41972a080d732a01f7465ab5e1e770d3fc50629d15903319295ce7e025a
Jan 30 17:15:22 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 70): Got BlockNew: 70 / 7cff1241e76603593ce5dc357ea9c272ac4660f36b454d866035656e8508e76d48ec5beefeb9c849c9c5d9f8c0cb967ad9955e279c01085db33d366cbdffb2bb
Jan 30 17:15:22 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 7cff1241e76603593ce5dc357ea9c272ac4660f36b454d866035656e8508e76d48ec5beefeb9c849c9c5d9f8c0cb967ad9955e279c01085db33d366cbdffb2bb
Jan 30 17:15:23 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 70): Got BlockCommit for 7cff1241e76603593ce5dc357ea9c272ac4660f36b454d866035656e8508e76d48ec5beefeb9c849c9c5d9f8c0cb967ad9955e279c01085db33d366cbdffb2bb
Jan 30 17:15:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 71): Got BlockNew: 71 / 38a21175ab08d2887a4cd5da9b882c942ac5e30c5288568c7b872bb899da04f91b9c0d0732390752132c64e18cad2853b0f55933781a8f743c1d54b3f732f7b8
Jan 30 17:15:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 38a21175ab08d2887a4cd5da9b882c942ac5e30c5288568c7b872bb899da04f91b9c0d0732390752132c64e18cad2853b0f55933781a8f743c1d54b3f732f7b8
Jan 30 17:15:26 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 71): Got BlockCommit for 38a21175ab08d2887a4cd5da9b882c942ac5e30c5288568c7b872bb899da04f91b9c0d0732390752132c64e18cad2853b0f55933781a8f743c1d54b3f732f7b8
Jan 30 17:15:27 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 72): Got BlockNew: 72 / 47432b62d5a17a0efcab7596b166ed8264e4a9c7e6b112f03828b4f37ece44d1504f31173cc65899ef0aa64130f46341f8b4ec7bbc9074d1dcf55308d8781b73
Jan 30 17:15:27 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 47432b62d5a17a0efcab7596b166ed8264e4a9c7e6b112f03828b4f37ece44d1504f31173cc65899ef0aa64130f46341f8b4ec7bbc9074d1dcf55308d8781b73
Jan 30 17:15:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 72): Got BlockCommit for 47432b62d5a17a0efcab7596b166ed8264e4a9c7e6b112f03828b4f37ece44d1504f31173cc65899ef0aa64130f46341f8b4ec7bbc9074d1dcf55308d8781b73
Jan 30 17:15:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 73): Got BlockNew: 73 / 66c361197ba09dad11b3895460c56527806048a9ccf25545b9891a61ef315af773362b30e965ee9eea9f9d23ffc5c911001c21c0029e983d146d90b64c511ab2
Jan 30 17:15:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 66c361197ba09dad11b3895460c56527806048a9ccf25545b9891a61ef315af773362b30e965ee9eea9f9d23ffc5c911001c21c0029e983d146d90b64c511ab2
Jan 30 17:15:29 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 73): Got BlockCommit for 66c361197ba09dad11b3895460c56527806048a9ccf25545b9891a61ef315af773362b30e965ee9eea9f9d23ffc5c911001c21c0029e983d146d90b64c511ab2
Jan 30 17:15:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 74): Got BlockNew: 74 / 527c0baf78199a446dc5a01825c50edfc8267e7a1dd4f21994fdda5da31911aa0a58971557fa54ce30c42bb01a4e00349e5b7e1705b7429dd30ed5761b9d3150
Jan 30 17:15:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 527c0baf78199a446dc5a01825c50edfc8267e7a1dd4f21994fdda5da31911aa0a58971557fa54ce30c42bb01a4e00349e5b7e1705b7429dd30ed5761b9d3150
Jan 30 17:15:32 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 74): Got BlockCommit for 527c0baf78199a446dc5a01825c50edfc8267e7a1dd4f21994fdda5da31911aa0a58971557fa54ce30c42bb01a4e00349e5b7e1705b7429dd30ed5761b9d3150
