WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:48 | (V(187345), view 187345, seq 374): Updated to view 187345
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187345, seq 374): Starting change to view 187346
INFO  | pbft_engine::node:48 | (V(187346), view 187346, seq 374): Updated to view 187346
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187346, seq 374): Starting change to view 187347
INFO  | pbft_engine::node:48 | (V(187347), view 187347, seq 374): Updated to view 187347
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187347
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187347, seq 374): Starting change to view 187348
INFO  | pbft_engine::node:48 | (V(187348), view 187348, seq 374): Updated to view 187348
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187348, seq 374): Starting change to view 187349
INFO  | pbft_engine::node:48 | (V(187349), view 187349, seq 374 *): Updated to view 187349
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187349
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187349
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187349, seq 374 *): Starting change to view 187350
INFO  | pbft_engine::node:48 | (V(187350), view 187350, seq 374): Updated to view 187350
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187350, seq 374): Starting change to view 187351
INFO  | pbft_engine::node:48 | (V(187351), view 187351, seq 374): Updated to view 187351
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187351, seq 374): Starting change to view 187352
INFO  | pbft_engine::node:48 | (V(187352), view 187352, seq 374): Updated to view 187352
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187352
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187352
INFO  | pbft_engine::node:39 | (PP, view 187352, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187352, seq 374): Starting change to view 187353
INFO  | pbft_engine::node:48 | (V(187353), view 187353, seq 374): Updated to view 187353
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187353, seq 374): Starting change to view 187354
INFO  | pbft_engine::node:48 | (V(187354), view 187354, seq 374 *): Updated to view 187354
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187354
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187354
INFO  | pbft_engine::node:39 | (PP, view 187354, seq 374 *): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187354, seq 374 *): Starting change to view 187355
INFO  | pbft_engine::node:48 | (V(187355), view 187355, seq 374): Updated to view 187355
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187355
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187355, seq 374): Starting change to view 187356
INFO  | pbft_engine::node:48 | (V(187356), view 187356, seq 374): Updated to view 187356
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187356, seq 374): Starting change to view 187357
INFO  | pbft_engine::node:48 | (V(187357), view 187357, seq 374): Updated to view 187357
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187357, seq 374): Starting change to view 187358
INFO  | pbft_engine::node:48 | (V(187358), view 187358, seq 374): Updated to view 187358
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187358, seq 374): Starting change to view 187359
INFO  | pbft_engine::node:48 | (V(187359), view 187359, seq 374 *): Updated to view 187359
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187359
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187359
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187359, seq 374 *): Starting change to view 187360
INFO  | pbft_engine::node:48 | (V(187360), view 187360, seq 374): Updated to view 187360
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187360, seq 374): Starting change to view 187361
INFO  | pbft_engine::node:48 | (V(187361), view 187361, seq 374): Updated to view 187361
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187361, seq 374): Starting change to view 187362
INFO  | pbft_engine::node:48 | (V(187362), view 187362, seq 374): Updated to view 187362
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187362, seq 374): Starting change to view 187363
INFO  | pbft_engine::node:48 | (V(187363), view 187363, seq 374): Updated to view 187363
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187363, seq 374): Starting change to view 187364
INFO  | pbft_engine::node:48 | (V(187364), view 187364, seq 374 *): Updated to view 187364
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187364
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187364
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187364, seq 374 *): Starting change to view 187365
INFO  | pbft_engine::node:48 | (V(187365), view 187365, seq 374): Updated to view 187365
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187365
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187365, seq 374): Starting change to view 187366
INFO  | pbft_engine::node:48 | (V(187366), view 187366, seq 374): Updated to view 187366
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187366, seq 374): Starting change to view 187367
INFO  | pbft_engine::node:48 | (V(187367), view 187367, seq 374): Updated to view 187367
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187367
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187367, seq 374): Starting change to view 187368
INFO  | pbft_engine::node:48 | (V(187368), view 187368, seq 374): Updated to view 187368
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187368, seq 374): Starting change to view 187369
INFO  | pbft_engine::node:48 | (V(187369), view 187369, seq 374 *): Updated to view 187369
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187369
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187369
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187369, seq 374 *): Starting change to view 187370
INFO  | pbft_engine::node:48 | (V(187370), view 187370, seq 374): Updated to view 187370
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187370, seq 374): Starting change to view 187371
INFO  | pbft_engine::node:48 | (V(187371), view 187371, seq 374): Updated to view 187371
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187371, seq 374): Starting change to view 187372
INFO  | pbft_engine::node:48 | (V(187372), view 187372, seq 374): Updated to view 187372
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187372
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187372, seq 374): Starting change to view 187373
INFO  | pbft_engine::node:48 | (V(187373), view 187373, seq 374): Updated to view 187373
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187373, seq 374): Starting change to view 187374
INFO  | pbft_engine::node:48 | (V(187374), view 187374, seq 374 *): Updated to view 187374
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187374
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187374
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187374, seq 374 *): Starting change to view 187375
INFO  | pbft_engine::node:48 | (V(187375), view 187375, seq 374): Updated to view 187375
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187375, seq 374): Starting change to view 187376
INFO  | pbft_engine::node:48 | (V(187376), view 187376, seq 374): Updated to view 187376
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187376, seq 374): Starting change to view 187377
INFO  | pbft_engine::node:48 | (V(187377), view 187377, seq 374): Updated to view 187377
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187377
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187377
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187377, seq 374): Starting change to view 187378
INFO  | pbft_engine::node:48 | (V(187378), view 187378, seq 374): Updated to view 187378
INFO  | pbft_engine::node:39 | (PP, view 187378, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187378, seq 374): Starting change to view 187379
INFO  | pbft_engine::node:48 | (V(187379), view 187379, seq 374 *): Updated to view 187379
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187379
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187379
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187379, seq 374 *): Starting change to view 187380
INFO  | pbft_engine::node:48 | (V(187380), view 187380, seq 374): Updated to view 187380
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187380, seq 374): Starting change to view 187381
INFO  | pbft_engine::node:48 | (V(187381), view 187381, seq 374): Updated to view 187381
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187381, seq 374): Starting change to view 187382
INFO  | pbft_engine::node:48 | (V(187382), view 187382, seq 374): Updated to view 187382
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187382, seq 374): Starting change to view 187383
INFO  | pbft_engine::node:48 | (V(187383), view 187383, seq 374): Updated to view 187383
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187383, seq 374): Starting change to view 187384
INFO  | pbft_engine::node:48 | (V(187384), view 187384, seq 374 *): Updated to view 187384
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187384
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187384
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187384, seq 374 *): Starting change to view 187385
INFO  | pbft_engine::node:48 | (V(187385), view 187385, seq 374): Updated to view 187385
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187385, seq 374): Starting change to view 187386
INFO  | pbft_engine::node:48 | (V(187386), view 187386, seq 374): Updated to view 187386
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187386, seq 374): Starting change to view 187387
INFO  | pbft_engine::node:48 | (V(187387), view 187387, seq 374): Updated to view 187387
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187387
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187387, seq 374): Starting change to view 187388
INFO  | pbft_engine::node:48 | (V(187388), view 187388, seq 374): Updated to view 187388
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187388
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187388, seq 374): Starting change to view 187389
